building_id,meter,site_id,primary_use,square_feet,year_built,floor_count,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed,unixtimestamp,m0,m1,m2,m3
190,1,2,Education,137040,1957.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,0
190,3,2,Education,137040,1957.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,64
191,0,2,Education,78268,1964.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,54,0,0,0
191,1,2,Education,78268,1964.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,82,0,0
191,3,2,Education,78268,1964.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,49
192,0,2,Education,151637,1983.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,687,0,0,0
192,1,2,Education,151637,1983.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,251,0,0
192,3,2,Education,151637,1983.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,67
193,0,2,Office,6203,1999.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,3,0,0,0
194,0,2,Office,155682,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,242,0,0,0
194,1,2,Office,155682,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,11,0,0
195,0,2,Office,9703,1940.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,8,0,0,0
195,1,2,Office,9703,1940.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,24,0,0
195,3,2,Office,9703,1940.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,8
196,0,2,Entertainment/public assembly,40531,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,70,0,0,0
197,0,2,Public services,102856,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,96,0,0,0
197,1,2,Public services,102856,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,16,0,0
198,0,2,Office,163959,2004.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,197,0,0,0
198,1,2,Office,163959,2004.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,46,0,0
199,0,2,Parking,405083,2004.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,102,0,0,0
200,0,2,Entertainment/public assembly,143093,1964.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,63,0,0,0
200,1,2,Entertainment/public assembly,143093,1964.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,49,0,0
200,3,2,Entertainment/public assembly,143093,1964.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,64
201,0,2,Education,219608,1992.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,493,0,0,0
201,1,2,Education,219608,1992.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,267,0,0
201,3,2,Education,219608,1992.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,99
202,0,2,Lodging/residential,74682,2006.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,143,0,0,0
202,1,2,Lodging/residential,74682,2006.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,98,0,0
202,3,2,Lodging/residential,74682,2006.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,61
203,0,2,Lodging/residential,63348,2007.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,241,0,0,0
203,1,2,Lodging/residential,63348,2007.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,181,0,0
203,3,2,Lodging/residential,63348,2007.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,99
204,0,2,Lodging/residential,30949,1951.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,24,0,0,0
204,1,2,Lodging/residential,30949,1951.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,42,0,0
205,0,2,Lodging/residential,60086,2001.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,69,0,0,0
205,1,2,Lodging/residential,60086,2001.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,85,0,0
206,0,2,Public services,345837,1966.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,161,0,0,0
206,1,2,Public services,345837,1966.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,169,0,0
206,3,2,Public services,345837,1966.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,2
207,0,2,Public services,99700,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,82,0,0,0
207,1,2,Public services,99700,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,20,0,0
208,0,2,Healthcare,36904,1934.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,77,0,0,0
208,1,2,Healthcare,36904,1934.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,0
209,0,2,Education,193294,2006.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,893,0,0,0
209,1,2,Education,193294,2006.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,812,0,0
209,3,2,Education,193294,2006.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,363
210,0,2,Education,71248,2004.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,166,0,0,0
210,1,2,Education,71248,2004.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,25,0,0
210,3,2,Education,71248,2004.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,55
211,0,2,Education,48411,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,195,0,0,0
212,0,2,Education,327256,2012.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,851,0,0,0
212,1,2,Education,327256,2012.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,155,0,0
212,3,2,Education,327256,2012.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,401
213,0,2,Education,49662,1964.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,175,0,0,0
213,1,2,Education,49662,1964.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,29,0,0
213,3,2,Education,49662,1964.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,158
214,0,2,Education,91273,1951.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,196,0,0,0
214,1,2,Education,91273,1951.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,0
215,0,2,Lodging/residential,36406,1940.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,24,0,0,0
215,1,2,Lodging/residential,36406,1940.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,5,0,0
215,3,2,Lodging/residential,36406,1940.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,14
216,0,2,Education,137065,1964.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,80,0,0,0
216,1,2,Education,137065,1964.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,17,0,0
216,3,2,Education,137065,1964.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,20
217,0,2,Education,282946,2003.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,199,0,0,0
217,1,2,Education,282946,2003.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,95,0,0
217,3,2,Education,282946,2003.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,20
218,0,2,Public services,16411,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,42,0,0,0
219,0,2,Education,96124,1959.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,146,0,0,0
219,1,2,Education,96124,1959.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,277,0,0
220,0,2,Education,122592,1971.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,243,0,0,0
220,1,2,Education,122592,1971.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,197,0,0
220,3,2,Education,122592,1971.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,41
221,0,2,Education,204349,1993.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,389,0,0,0
221,1,2,Education,204349,1993.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,296,0,0
221,3,2,Education,204349,1993.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,190
222,0,2,Entertainment/public assembly,11935,1939.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,14,0,0,0
222,1,2,Entertainment/public assembly,11935,1939.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,11,0,0
223,0,2,Education,261188,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,2027,0,0,0
224,0,2,Education,272278,1955.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,360,0,0,0
224,1,2,Education,272278,1955.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,13,0,0
224,3,2,Education,272278,1955.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,120
225,0,2,Lodging/residential,216526,1967.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,74,0,0,0
225,1,2,Lodging/residential,216526,1967.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,182,0,0
225,3,2,Lodging/residential,216526,1967.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,334
226,0,2,Office,74180,1930.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,29,0,0,0
226,1,2,Office,74180,1930.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,17,0,0
226,3,2,Office,74180,1930.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,8
227,0,2,Entertainment/public assembly,17132,1918.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,5,0,0,0
228,0,2,Lodging/residential,49108,1951.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,26,0,0,0
228,1,2,Lodging/residential,49108,1951.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,0
228,3,2,Lodging/residential,49108,1951.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,0
229,0,2,Education,140092,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,209,0,0,0
229,1,2,Education,140092,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,117,0,0
230,0,2,Education,10334,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,7,0,0,0
231,0,2,Education,33739,1939.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,70,0,0,0
231,1,2,Education,33739,1939.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,511,0,0
232,0,2,Entertainment/public assembly,24345,1981.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,68,0,0,0
232,3,2,Entertainment/public assembly,24345,1981.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,460
233,0,2,Education,25139,1970.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,11,0,0,0
233,1,2,Education,25139,1970.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,0
234,0,2,Education,179167,1971.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,63,0,0,0
234,1,2,Education,179167,1971.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,68,0,0
234,3,2,Education,179167,1971.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,17
235,0,2,Education,9309,1970.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,11,0,0,0
235,1,2,Education,9309,1970.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,7,0,0
236,0,2,Entertainment/public assembly,144086,1989.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,43,0,0,0
236,1,2,Entertainment/public assembly,144086,1989.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,7,0,0
236,3,2,Entertainment/public assembly,144086,1989.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,17
237,0,2,Public services,101262,1982.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,46,0,0,0
237,1,2,Public services,101262,1982.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,10,0,0
238,0,2,Office,45017,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,109,0,0,0
238,1,2,Office,45017,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,24,0,0
239,0,2,Lodging/residential,106440,1963.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,110,0,0,0
239,1,2,Lodging/residential,106440,1963.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,15,0,0
239,3,2,Lodging/residential,106440,1963.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,67
240,0,2,Lodging/residential,111304,1964.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,86,0,0,0
240,1,2,Lodging/residential,111304,1964.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,0
240,3,2,Lodging/residential,111304,1964.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,38
241,0,2,Entertainment/public assembly,51999,1974.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,48,0,0,0
242,0,2,Parking,157113,1987.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,16,0,0,0
243,0,2,Parking,557217,2004.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,64,0,0,0
244,0,2,Education,95717,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,49,0,0,0
244,1,2,Education,95717,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,9,0,0
244,3,2,Education,95717,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,0
245,0,2,Education,88486,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,64,0,0,0
245,1,2,Education,88486,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,0
246,0,2,Office,202435,1967.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,302,0,0,0
246,1,2,Office,202435,1967.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,180,0,0
246,3,2,Office,202435,1967.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,149
247,0,2,Education,64560,1965.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,123,0,0,0
247,1,2,Education,64560,1965.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,180,0,0
247,3,2,Education,64560,1965.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,99
248,0,2,Education,24643,1982.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,37,0,0,0
248,1,2,Education,24643,1982.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,11,0,0
248,3,2,Education,24643,1982.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,43
249,0,2,Entertainment/public assembly,179449,1976.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,352,0,0,0
249,1,2,Entertainment/public assembly,179449,1976.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,261,0,0
249,3,2,Entertainment/public assembly,179449,1976.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,169
250,0,2,Education,131710,1991.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,174,0,0,0
250,1,2,Education,131710,1991.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,28,0,0
250,3,2,Education,131710,1991.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,67
251,0,2,Education,12773,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,1,0,0,0
252,0,2,Education,4314,1907.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,1,0,0,0
252,1,2,Education,4314,1907.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,0
253,0,2,Education,65907,1964.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,76,0,0,0
253,1,2,Education,65907,1964.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,57,0,0
253,3,2,Education,65907,1964.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,32
254,0,2,Entertainment/public assembly,254766,1989.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,115,0,0,0
254,1,2,Entertainment/public assembly,254766,1989.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,593,0,0
254,3,2,Entertainment/public assembly,254766,1989.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,175
255,0,2,Education,49078,1914.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,24,0,0,0
255,1,2,Education,49078,1914.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,13,0,0
255,3,2,Education,49078,1914.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,5
256,0,2,Education,16744,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,7,0,0,0
256,1,2,Education,16744,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,1,0,0
257,0,2,Education,75650,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,43,0,0,0
257,1,2,Education,75650,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,45,0,0
258,0,2,Education,71224,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,55,0,0,0
258,1,2,Education,71224,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,0
259,0,2,Education,77469,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,169,0,0,0
259,1,2,Education,77469,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,0
260,0,2,Education,126985,1979.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,199,0,0,0
260,1,2,Education,126985,1979.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,132,0,0
260,3,2,Education,126985,1979.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,79
261,0,2,Education,89770,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,76,0,0,0
262,0,2,Entertainment/public assembly,20804,1999.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,16,0,0,0
263,0,2,Education,87673,1960.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,69,0,0,0
263,1,2,Education,87673,1960.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,137,0,0
263,3,2,Education,87673,1960.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,0
264,0,2,Office,83660,1973.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,91,0,0,0
264,1,2,Office,83660,1973.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,0
264,3,2,Office,83660,1973.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,0
265,0,2,Office,118966,1988.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,115,0,0,0
265,1,2,Office,118966,1988.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,17,0,0
266,0,2,Education,30543,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,26,0,0,0
267,0,2,Entertainment/public assembly,72193,2013.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,73,0,0,0
267,1,2,Entertainment/public assembly,72193,2013.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,7,0,0
268,0,2,Entertainment/public assembly,77844,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,49,0,0,0
268,1,2,Entertainment/public assembly,77844,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,0
269,0,2,Entertainment/public assembly,809530,1958.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,145,0,0,0
270,0,2,Office,29778,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,12,0,0,0
271,0,2,Education,71421,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,54,0,0,0
271,1,2,Education,71421,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,5,0,0
272,0,2,Education,4583,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,15,0,0,0
273,0,2,Office,140345,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,324,0,0,0
273,1,2,Office,140345,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,167,0,0
274,0,2,Office,42214,1985.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,12,0,0,0
275,0,2,Office,70832,2014.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,88,0,0,0
276,0,2,Office,70837,2014.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,115,0,0,0
277,0,2,Education,12761,1909.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,74,0,0,0
277,1,2,Education,12761,1909.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,27,0,0
278,0,2,Office,148101,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,114,0,0,0
279,0,2,Education,49384,1967.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,37,0,0,0
279,1,2,Education,49384,1967.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,1,0,0
279,3,2,Education,49384,1967.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,0
280,0,2,Entertainment/public assembly,105505,2008.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,17,0,0,0
281,0,2,Food sales and service,28862,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,37,0,0,0
281,1,2,Food sales and service,28862,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,46,0,0
282,0,2,Office,28750,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,12,0,0,0
282,1,2,Office,28750,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,0
283,0,2,Entertainment/public assembly,51920,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,46,0,0,0
284,0,2,Entertainment/public assembly,230259,1975.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,130,0,0,0
284,1,2,Entertainment/public assembly,230259,1975.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,22,0,0
284,3,2,Entertainment/public assembly,230259,1975.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,0
285,0,2,Utility,21958,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,177,0,0,0
285,1,2,Utility,21958,,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,186,0,0
286,0,2,Lodging/residential,32841,1935.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,25,0,0,0
286,1,2,Lodging/residential,32841,1935.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,55,0,0
287,0,2,Office,33713,1956.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,24,0,0,0
287,1,2,Office,33713,1956.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,2,0,0
287,3,2,Office,33713,1956.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,0
288,0,2,Entertainment/public assembly,10733,2005.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,24,0,0,0
289,0,2,Entertainment/public assembly,9666,2005.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,8,0,0,0
290,0,2,Office,51732,1966.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,25,0,0,0
290,1,2,Office,51732,1966.0,,15.6,6.0,-5.6,,1015.3,270.0,3.6,1451606400,0,0,0,0
291,0,3,Public services,90635,2011.0,,10.0,8.0,2.2,,1021.1,350.0,4.1,1451606400,125,0,0,0
292,0,3,Public services,33743,,,10.0,8.0,2.2,,1021.1,350.0,4.1,1451606400,136,0,0,0
293,0,3,Office,408000,2010.0,,10.0,8.0,2.2,,1021.1,350.0,4.1,1451606400,624,0,0,0
294,0,3,Entertainment/public assembly,14913,,,10.0,8.0,2.2,,1021.1,350.0,4.1,1451606400,59,0,0,0
295,0,3,Education,83400,1942.0,,10.0,8.0,2.2,,1021.1,350.0,4.1,1451606400,27,0,0,0
296,0,3,Public services,22000,,,10.0,8.0,2.2,,1021.1,350.0,4.1,1451606400,37,0,0,0
297,0,3,Education,66200,1950.0,,10.0,8.0,2.2,,1021.1,350.0,4.1,1451606400,71,0,0,0
298,0,3,Entertainment/public assembly,39541,,,10.0,8.0,2.2,,1021.1,350.0,4.1,1451606400,17,0,0,0
301,0,3,Public services,51176,,,10.0,8.0,2.2,,1021.1,350.0,4.1,1451606400,47,0,0,0
302,0,3,Education,57100,2015.0,,10.0,8.0,2.2,,1021.1,350.0,4.1,1451606400,29,0,0,0
303,0,3,Entertainment/public assembly,15950,,,10.0,8.0,2.2,,1021.1,350.0,4.1,1451606400,15,0,0,0
304,0,3,Entertainment/public assembly,194300,1900.0,,10.0,8.0,2.2,,1021.1,350.0,4.1,1451606400,0,0,0,0
305,0,3,Office,8637,,,10.0,8.0,2.2,,1021.1,350.0,4.1,1451606400,36,0,0,0
306,0,3,Education,51500,1931.0,,10.0,8.0,2.2,,1021.1,350.0,4.1,1451606400,59,0,0,0
307,0,3,Public services,10873,,,10.0,8.0,2.2,,1021.1,350.0,4.1,1451606400,14,0,0,0
308,0,3,Public services,5033,,,10.0,8.0,2.2,,1021.1,350.0,4.1,1451606400,10,0,0,0
309,0,3,Entertainment/public assembly,2067,,,10.0,8.0,2.2,,1021.1,350.0,4.1,1451606400,1,0,0,0
310,0,3,Public services,22000,,,10.0,8.0,2.2,,1021.1,350.0,4.1,1451606400,21,0,0,0
311,0,3,Education,50000,1928.0,,10.0,8.0,2.2,,1021.1,350.0,4.1,1451606400,33,0,0,0
